District,Age,Obese(%),Cholesterol(%),PM2.5,NO2,SO2,Population_Density,Sleep_Hours,NDVI
Anjaw,45.51020408163265,16.022448979591836,23.526530612244898,68.0530612244898,25.857142857142858,15.50204081632653,1491.6326530612246,7.895918367346939,0.1696734693877551
Changlang,47.36734693877551,18.351020408163265,24.467346938775513,41.891836734693875,15.859183673469389,7.991836734693878,789.1632653061224,7.906122448979591,0.6458775510204081
Dibangvalley,46.084851248295394,16.971470862317254,23.32683031249031,65.57605108446896,26.466009759476524,14.324397505094085,1357.6560945925903,7.812024524883797,0.24166274125961967
Eastkameng,49.409906765595494,17.978341459952418,25.129644980450323,63.760572013912224,25.00564584958139,14.135526069343488,1388.525958978845,7.785169586175065,0.26304299112614027
Eastsiang,48.53525621628594,17.672390684037246,25.056317363246265,51.91375176603616,21.423222959919773,10.569102676212903,1031.1306609034823,7.803041860983512,0.47913491087701027
Eastsiang,48.83449147824773,17.817019487981483,25.232146245635168,53.22801552551189,22.017666791719883,10.937599243687655,1071.7384088961066,7.802096132046473,0.4559755170897407
Kurungkumey,49.43422777423953,17.9798813476702,25.266703135602647,58.172164543737665,23.1295964537675,12.676113933167349,1221.5038503149794,7.776886160653033,0.358543114882511
Lohit,45.32,17.456,22.581999999999997,73.074,30.56,15.968,1455.56,7.787999999999999,0.12964
Lohit,45.32,17.456,22.581999999999997,73.074,30.56,15.968,1455.56,7.787999999999999,0.12964
Longding,50.88,17.982,25.914,59.058,23.766,13.17,1449.08,7.812,0.3222
Lowerdibangvalley,46.55203711931748,17.109612365741125,23.60999697060426,59.566237726728446,24.402289267247088,12.596614846741057,1182.4306066079612,7.803021126095573,0.3504845382631695
Lowerdibangvalley,46.280682947169616,17.11088149893222,23.428464434478737,62.31417513929108,25.533207207457714,13.321837566404147,1244.233530800766,7.8057269902684,0.30337980132295
Lowersubansiri,48.66623865159356,17.856435010600183,25.028754887270097,52.25311892883662,21.346644252188135,11.007987622369441,1054.0613142125612,7.789640093085516,0.4623645157051156
Namsai,49.52,17.628,25.034000000000002,38.71,16.028,7.066,787.6,7.7,0.71852
Papumpare,49.01226500522582,17.86622574683293,24.99364378712118,52.43513386951125,21.05763700600713,11.311049532720846,1036.5936623072068,7.784105613875507,0.4553256269306398
Tawang,51.26,17.4,25.074,65.53,25.498,14.542,1495.82,7.758000000000001,0.22678
Tirap,50.16,17.848,24.514,61.756,24.761999999999997,13.174000000000001,1544.66,7.782,0.31968
Uppersiang,48.605402184892625,17.786285192533054,25.052653553007094,53.99348899296023,22.34894788715622,11.120327949541588,1085.3086891636576,7.798895727969897,0.4441297436201191
Uppersubansiri,49.02796050864048,17.96168681057357,25.22645737301192,53.096620880532214,21.75471777049901,11.149669384131224,1089.5146904130113,7.796469979635717,0.4495334380123071
Westkameng,49.224924741601654,17.600477129609,24.600227219522665,61.55418321126297,24.144738577964397,13.390277504741123,1305.1382126492422,7.798915301034869,0.3032380324024438
Westsiang,48.830882565980595,17.692895801732927,25.34979885670509,54.93442006669461,22.621893097265527,11.5825958050695,1110.050505602124,7.813911306611355,0.4181188421456033
Baksa,47.36734693877551,17.17142857142857,22.563265306122446,55.69795918367347,23.212244897959184,12.118367346938774,775.6122448979592,7.818367346938776,0.39818367346938777
Barpeta,45.87755102040816,16.381632653061224,22.528571428571432,59.493877551020404,24.312244897959182,12.902040816326531,1475.0,7.908163265306122,0.3478775510204081
Bongaigaon,50.183673469387756,17.76734693877551,25.80816326530612,62.179591836734694,24.297959183673466,14.126530612244899,1512.1224489795918,7.691836734693877,0.2856734693877551
Cachar,49.51020408163265,16.759183673469387,24.377551020408163,46.25714285714285,18.146938775510204,9.093877551020409,797.9795918367347,7.816326530612245,0.5763673469387754
Chirang,50.83673469387755,18.16938775510204,26.075510204081635,48.36734693877551,20.408163265306122,10.516326530612243,794.9387755102041,7.726530612244899,0.5123877551020408
Darrang,45.326530612244895,17.09591836734694,22.587755102040816,54.90816326530612,22.05918367346939,11.36734693877551,794.6326530612245,7.869387755102041,0.4422448979591837
Dhemaji,51.183673469387756,18.475510204081633,26.406122448979595,69.11224489795919,29.140816326530615,15.56734693877551,1494.5102040816328,7.824489795918367,0.17181632653061227
Dhubri,48.204081632653065,18.402040816326533,24.508163265306123,63.31836734693877,24.95714285714286,13.928571428571429,1495.9795918367347,7.781632653061225,0.26102040816326527
Dibrugarh,50.38775510204081,18.908163265306122,26.93469387755102,36.94897959183673,14.844897959183672,6.26530612244898,765.3877551020408,7.777551020408164,0.7378367346938774
Dimahasao,47.04865838186192,16.992516838759084,23.276519466949047,52.025070028812735,21.152725244701024,10.696883037640934,1026.644397617648,7.8340306281656,0.47662254083219985
Goalpara,52.02040816326531,18.442857142857143,24.281632653061223,71.68571428571428,28.763265306122452,15.869387755102041,1484.4897959183672,7.73469387755102,0.11748979591836736
Golaghat,51.0,17.177551020408163,24.502040816326527,44.08571428571428,18.479591836734695,9.49795918367347,792.0612244897959,7.826530612244898,0.5895714285714285
Hailakandi,48.244897959183675,17.895918367346937,24.589795918367347,43.583673469387755,18.577551020408162,8.434693877551021,769.5714285714286,7.744897959183674,0.6216122448979592
Jorhat,48.95918367346939,18.444897959183674,24.281632653061223,39.25714285714285,15.29795918367347,7.379591836734694,800.4081632653061,7.816326530612245,0.6885102040816327
Kamrup,46.850024769559504,17.418143951028174,23.152379010929575,60.737729980320005,24.681146341277874,13.076809448200631,1277.4626953328002,7.85682965310334,0.32525613822270155
Kamrupmetropolitan,46.7632159941905,17.228185369532056,23.122729081266176,54.16793716905177,21.851834866926286,11.40143066360595,1035.528470019953,7.841236910367267,0.43408334965675494
Karbianglong,48.67549904225522,17.793223587816367,24.155886493417157,56.2332946340801,22.515878318673522,12.141707295663435,1184.0038718166734,7.832513272580182,0.3950999200632079
Karimganj,45.857142857142854,17.357142857142858,22.418367346938776,45.67551020408163,18.889795918367348,8.887755102040817,780.6530612244898,7.873469387755102,0.5781632653061224
Kokrajhar,51.38775510204081,16.718367346938777,25.908163265306122,40.244897959183675,15.808163265306122,7.53265306122449,797.9591836734694,7.779591836734694,0.6559591836734695
Lakhimpur,46.1,17.08,24.041999999999998,47.97,19.324,10.57,817.88,7.724,0.5219400000000001
Morigaon,46.64,16.686,22.854,38.698,15.554,7.4239999999999995,804.02,7.806,0.6847799999999999
Nagaon,48.82,18.298,23.92,63.416000000000004,25.518,14.094000000000001,1473.0,7.858,0.27068000000000003
Nalbari,45.92,17.93,23.64,62.338,25.212,13.334000000000001,1526.64,7.8839999999999995,0.30376000000000003
Sivasagar,48.326530612244895,16.857142857142858,24.114285714285714,68.03469387755102,28.210204081632654,14.593877551020409,1502.3265306122448,7.853061224489796,0.20416326530612244
Sonitpur,50.204081632653065,18.726530612244897,26.644897959183673,68.56938775510204,26.226530612244897,15.079591836734693,1517.938775510204,7.777551020408164,0.19348979591836735
Tinsukia,46.54,16.434,24.311999999999998,48.096000000000004,19.408,9.606,831.6,7.896,0.53368
Udalguri,50.06,17.682000000000002,24.45,69.446,27.61,15.665999999999999,1545.58,7.822,0.1562
Araria,50.44897959183673,16.975510204081633,24.53673469387755,46.042857142857144,18.053061224489795,8.375510204081632,824.204081632653,7.804081632653061,0.5925102040816326
Arwal,46.0,16.481632653061226,22.359183673469385,69.7673469387755,27.96326530612245,15.544897959183674,1481.857142857143,7.814285714285714,0.18061224489795918
Aurangabad,53.7979797979798,30.82626262626263,37.144444444444446,68.91313131313132,27.16262626262626,15.080808080808081,2621.787878787879,7.0323232323232325,0.19984848484848486
Banka,49.61224489795919,16.791836734693877,24.120408163265306,38.46122448979592,15.06326530612245,7.7326530612244895,800.2857142857143,7.714285714285714,0.6926530612244898
Begusarai,45.326530612244895,17.302040816326528,23.544897959183675,55.165306122448975,22.281632653061223,12.26530612244898,813.8979591836735,7.885714285714285,0.412734693877551
Bhagalpur,50.795918367346935,18.64081632653061,25.020408163265305,51.744897959183675,20.29795918367347,11.028571428571428,802.4285714285714,7.855102040816326,0.4681224489795918
Bhojpur,51.57142857142857,18.722448979591835,25.971428571428568,39.97142857142857,16.514285714285716,7.489795918367347,798.8775510204082,7.8591836734693885,0.6876122448979591
Buxar,47.204081632653065,16.520408163265305,22.46326530612245,47.493877551020404,18.622448979591837,10.812244897959182,791.5714285714286,7.840816326530612,0.5038775510204082
Darbhanga,48.02040816326531,16.655102040816328,23.187755102040818,40.59591836734694,16.351020408163265,7.851020408163265,795.1632653061224,7.777551020408164,0.6650204081632652
Gaya,45.36734693877551,17.224489795918366,23.844897959183676,71.7265306122449,27.859183673469385,15.906122448979591,1199.5714285714287,7.836734693877551,0.13640816326530614
Gopalganj,45.244897959183675,16.871428571428574,23.655102040816324,47.765306122448976,18.985714285714284,9.320408163265306,829.8979591836735,7.789795918367346,0.5611224489795918
Jamui,54.59183673469388,20.318367346938775,28.271428571428572,60.891836734693875,24.53469387755102,12.540816326530612,1495.265306122449,7.763265306122449,0.33195918367346944
Jehanabad,51.285714285714285,19.428571428571427,26.044897959183675,59.94081632653061,24.351020408163265,12.591836734693878,1500.4489795918366,7.779591836734694,0.33895918367346944
Kaimur,44.204081632653065,16.102040816326532,21.83877551020408,62.648979591836735,25.3,13.357142857142858,1532.857142857143,7.848979591836735,0.292265306122449
Katihar,48.04081632653061,17.832653061224487,24.724489795918366,64.63265306122449,25.897959183673468,13.96938775510204,1502.061224489796,7.822448979591837,0.2759795918367347
Khagaria,51.02040816326531,18.06326530612245,25.089795918367347,43.244897959183675,17.075510204081635,8.906122448979591,802.204081632653,7.791836734693878,0.6203673469387755
Kishanganj,48.93877551020408,18.481632653061226,24.797959183673466,37.320408163265306,15.916326530612244,7.495918367346939,814.0,7.718367346938775,0.7075714285714285
Lakhisarai,51.74,18.076,25.8,65.51,25.494,14.58,1474.9,7.763999999999999,0.23484
Madhepura,52.68,18.94,27.226,60.646,23.854,13.456,1476.24,7.797999999999999,0.31366
Madhubani,48.74,17.546,23.715999999999998,53.20399999999999,21.426,11.414000000000001,816.14,7.766,0.46198
Munger,47.82,17.296000000000003,24.105999999999998,50.308,19.962,10.472000000000001,780.18,7.7860000000000005,0.51086
Muzaffarpur,48.9,18.254,24.91,66.226,26.394000000000002,14.842,1485.04,7.812,0.21600000000000003
Nalanda,46.7,16.652,23.16,63.972,26.38,13.972000000000001,1528.0,7.79,0.27344
Nawada,49.46,17.11,23.954,58.092,23.014,12.31,1470.12,7.843999999999999,0.37964
Pashchimchamparan,47.47317865280518,17.1484695283142,23.910157153082533,44.99410048731037,18.19235179998293,9.127953285080372,802.6720066685135,7.791163496992218,0.5917161920467738
Patna,52.44,18.21,25.276,55.166000000000004,22.868000000000002,11.838,1503.52,7.796,0.43496
Purbachamparan,47.478264643098655,17.095690501665707,24.022352774534333,47.42311705094753,19.300416693975265,9.778312811556667,922.3043890286182,7.806692352717668,0.543216010641178
Purnia,46.7,19.36,26.19,68.188,28.058000000000003,14.212,1516.3,7.742000000000001,0.22664
Rohtas,46.816326530612244,17.010204081632654,23.202040816326534,48.481632653061226,18.53673469387755,9.779591836734694,787.9591836734694,7.889795918367348,0.5346734693877552
Saharsa,44.714285714285715,18.136734693877553,24.702040816326534,48.3530612244898,19.648979591836735,9.814285714285713,797.4897959183673,7.818367346938776,0.5534081632653062
Samastipur,52.734693877551024,18.49795918367347,26.038775510204083,54.59183673469388,21.96938775510204,12.038775510204081,788.1020408163265,7.822448979591837,0.46869387755102043
Saran,50.285714285714285,18.455102040816325,24.973469387755102,49.61836734693878,19.393877551020406,10.56326530612245,792.4285714285714,7.706122448979592,0.5381632653061225
Sheikhpura,46.244897959183675,16.630612244897957,25.287755102040816,68.81836734693877,28.053061224489795,14.608163265306121,1516.9591836734694,7.838775510204082,0.2109387755102041
Sheohar,46.714285714285715,16.35918367346939,23.928571428571427,35.93265306122449,15.412244897959184,6.791836734693878,785.2448979591836,7.83469387755102,0.737938775510204
Sitamarhi,49.44897959183673,17.181632653061225,24.702040816326534,52.66122448979592,21.091836734693878,11.03061224489796,793.4897959183673,7.724489795918367,0.45963265306122447
Siwan,47.755102040816325,17.242857142857144,22.871428571428574,39.51632653061225,16.332653061224487,8.346938775510203,793.0204081632653,7.869387755102041,0.6506734693877552
Supaul,48.326530612244895,16.051020408163264,22.99591836734694,51.522448979591836,20.375510204081632,11.028571428571428,810.265306122449,7.73469387755102,0.4769387755102041
Vaishali,47.38775510204081,16.720408163265304,23.238775510204082,47.446938775510205,19.104081632653063,9.644897959183673,801.2857142857143,7.879591836734694,0.5712857142857143
Chandigarh,49.49970794183168,17.285996893830852,24.233767830478424,52.11613289966722,21.521493211372853,11.101779505022126,1032.689452958194,7.812256984679034,0.4785277072699613
Balod,44.57142857142857,15.630612244897959,21.348979591836734,51.78775510204081,20.76530612244898,10.438775510204081,819.5102040816327,7.863265306122449,0.4749183673469388
Balodabazar,48.3221878262916,17.820780121619148,25.092253477673285,47.79265118947584,19.055913997446016,9.606713269900347,608.7490002604995,7.794261833415449,0.5484669005740126
Balrampur,43.51020408163265,16.314285714285713,21.632653061224488,32.957142857142856,13.185714285714287,6.236734693877551,831.0,7.953061224489796,0.782795918367347
Bastar,50.36734693877551,18.508163265306123,25.679591836734694,72.73673469387755,28.324489795918367,16.66938775510204,1489.5510204081634,7.716326530612245,0.1310408163265306
Bemetara,49.734693877551024,17.340816326530614,25.989795918367346,56.30816326530612,22.953061224489797,12.13265306122449,783.1836734693877,7.761224489795919,0.40824489795918373
Bijapur,48.41414141414141,18.215151515151515,25.268686868686867,35.00303030303031,13.92020202020202,6.86969696969697,776.1212121212121,7.793939393939394,0.7421919191919192
Bilaspur,48.22222222222222,17.29090909090909,24.016161616161614,55.025252525252526,21.62929292929293,12.170707070707072,281.3333333333333,7.79090909090909,0.4013333333333333
Dantewada,47.83673469387755,16.871428571428574,24.989795918367346,48.27142857142857,19.661224489795917,10.177551020408163,781.3061224489796,7.724489795918367,0.5428775510204081
Dhamtari,51.16326530612245,17.685714285714287,25.251020408163264,61.82244897959184,23.920408163265304,14.097959183673469,1492.5510204081634,7.90204081632653,0.28475510204081633
Durg,54.53061224489796,19.057142857142857,27.49591836734694,41.391836734693875,15.857142857142858,8.910204081632653,499.8979591836735,7.63265306122449,0.6375510204081634
Gariaband,49.775510204081634,18.428571428571427,24.906122448979595,53.72244897959184,21.687755102040818,10.93265306122449,805.1020408163265,7.783673469387755,0.4757142857142857
Janjgir-Champa,49.299050393976394,17.399832240221446,24.618787926663433,46.80210813572428,18.586716355867257,9.612394180757892,702.1949654603707,7.779651629697483,0.5546542302444863
Jashpur,46.734693877551024,16.887755102040817,23.132653061224488,70.8204081632653,30.781632653061223,15.977551020408162,1467.9591836734694,7.920408163265306,0.1673061224489796
Kabeerdham,50.76958521168458,18.059793936396915,26.050626249905715,55.57596299314836,22.247264516007252,11.851353930568663,932.3970264049251,7.779173070084204,0.4118423353701872
Kondagaon,48.42857142857143,17.642857142857142,24.002040816326527,42.416326530612245,15.846938775510203,8.534693877551021,806.9183673469388,7.763265306122449,0.6281428571428571
Korba,47.83673469387755,15.538775510204081,22.98775510204082,37.261224489795914,15.555102040816328,7.26530612244898,776.795918367347,7.771428571428571,0.7047346938775509
Koriya,50.714285714285715,18.918367346938776,26.051020408163264,42.604081632653056,17.824489795918367,8.583673469387756,787.9387755102041,7.8061224489795915,0.6451632653061224
Mahasamund,51.96,19.352,27.191999999999997,44.236000000000004,17.706,8.404,799.48,7.742000000000001,0.61458
Mungeli,51.06,18.366,26.278000000000002,39.906,15.898,7.67,792.62,7.818,0.6761400000000001
Narayanpur,47.08,15.992,23.092,48.98,18.874000000000002,10.138,802.34,7.832000000000001,0.52164
Raigarh,48.36,17.112000000000002,23.618000000000002,55.263999999999996,21.3,11.89,808.92,7.7860000000000005,0.4164
Raipur,41.06,16.282,21.764,46.244,18.192,8.792,337.72,7.87,0.58446
Rajnandgaon,49.24,17.764,24.156,59.582,23.418000000000003,12.776,1481.74,7.9,0.34962000000000004
Sukma,47.36734693877551,18.23061224489796,25.04285714285714,44.3,18.077551020408162,9.155102040816328,806.5918367346939,7.748979591836735,0.621734693877551
Surajpur,49.22,18.496,25.874000000000002,37.782,13.91,7.626,796.64,7.744,0.69152
Surguja,49.26,17.718,24.566,66.646,26.378,14.806,1452.54,7.906000000000001,0.20904
Uttarbastarkanker,47.772545222887494,16.793099112607983,23.388254077903387,52.00546539882336,20.211600509065963,10.934640464265309,1022.7753716803751,7.846878807894224,0.4673027191164986
Dadraandnagarhaveli,47.758136636016204,19.393654133174802,25.594560774630658,43.79502743592829,17.273236055437735,9.163697165299462,1496.3558289282857,7.615503844683386,0.5884327346168666
Daman,48.42932828471379,18.5127229092684,25.1368690646631,49.179174226685234,19.625618958336364,10.516602435783051,1818.4031426197591,7.69731761011426,0.4983159105548654
Diu,47.564007550429324,19.159614409432187,25.200361614955952,55.73814063618443,22.428444260228158,11.999255687531685,1307.3343348137312,7.702740827356043,0.4031795302318142
Northgoa,49.033758576048164,19.37771169233924,26.099084383584337,54.398201411617144,21.9378889048995,11.092507559289286,1316.220448220662,7.704771284620125,0.44825780767881784
Southgoa,48.312181023421914,20.030213136411994,26.303621540336795,57.7365491732154,23.307596875247015,11.927263194582517,1427.110008892341,7.649118244325578,0.39467843170203276
Ahmadabad,47.4607572802124,16.67031734858537,23.26979644703259,56.53921069983506,22.610929019806164,12.010774230492723,1057.6584634441474,7.878451896246223,0.39347620507653797
Amreli,50.38775510204081,18.989795918367346,26.15714285714286,39.244897959183675,15.651020408163264,8.148979591836735,800.8367346938776,7.822448979591837,0.690530612244898
Anand,48.183673469387756,16.659183673469386,23.261224489795918,55.48367346938775,21.783673469387757,11.96326530612245,787.8775510204082,7.873469387755102,0.41422448979591836
Aravalli,46.04081632653061,17.377551020408163,23.459183673469386,54.70204081632653,21.86122448979592,11.183673469387756,813.2244897959183,7.851020408163265,0.45846938775510204
Banaskantha,45.91836734693877,17.099999999999998,22.514285714285716,69.83061224489795,29.514285714285716,14.869387755102041,1474.0204081632653,7.822448979591837,0.19444897959183674
Bharuch,49.244897959183675,19.293877551020408,25.248979591836736,51.936734693877554,21.016326530612243,10.96734693877551,779.3469387755102,7.757142857142858,0.47822448979591836
Bhavnagar,50.734693877551024,18.369387755102043,25.602040816326532,49.82857142857143,20.144897959183673,10.687755102040818,818.9183673469388,7.826530612244898,0.48446938775510207
Botad,47.44897959183673,17.363265306122447,25.10816326530612,56.463265306122445,23.01224489795918,11.93265306122449,1467.5102040816328,7.871428571428571,0.3769183673469388
Chhotaudaipur,46.989127172779426,19.85433690442038,25.380578966355714,53.57243022351262,21.5942184780333,11.369896820271189,1365.9506599742883,7.664225968660492,0.43566244336063964
Dahod,50.02040816326531,18.97142857142857,24.702040816326534,44.87142857142857,18.910204081632653,9.085714285714285,773.3877551020408,7.842857142857143,0.5823673469387755
Devbhumidwarka,47.00707447427286,18.657183710732014,24.648821643564943,50.23210316035381,20.584166985439264,10.684422529734597,1199.822565505989,7.735138002634961,0.48851288925000147
Gandhinagar,48.142857142857146,16.257142857142856,23.510204081632654,67.72244897959183,27.979591836734695,15.022448979591838,1551.6326530612246,7.855102040816326,0.20210204081632654
Girsomnath,46.73074002813315,18.714736741083883,24.496529020360068,59.04027958445901,23.749833733504758,12.790608005668695,1368.1371514212542,7.71409389432774,0.34719127184388693
Jamnagar,45.0,16.557142857142857,21.983673469387757,37.57959183673469,15.920408163265307,7.7877551020408164,795.2857142857143,7.9367346938775505,0.6924285714285715
Junagadh,43.673469387755105,16.510204081632654,21.34285714285714,71.91836734693878,28.806122448979593,15.946938775510203,1511.6530612244899,7.808163265306123,0.12644897959183674
Kachchh,46.939194135749865,18.983167204732094,24.787556990142132,51.426039756776134,20.536145946930723,11.074069326012937,1257.99328474997,7.731822254400625,0.462224245300939
Kheda,50.6530612244898,18.0,23.86530612244898,56.20612244897959,22.06122448979592,11.36122448979592,812.4081632653061,7.879591836734694,0.44334693877551024
Mahesana,47.43760710224125,16.879292737436455,23.18972870502937,61.58362768211572,24.834717626094232,13.31665634415473,1250.6674519665717,7.843731718954815,0.3162410141730957
Mahisagar,47.78,18.588,24.622,36.5,14.388,6.876,780.96,7.76,0.74422
Morbi,51.28,18.938,26.078000000000003,46.74,18.682000000000002,10.446,805.54,7.816,0.50818
Narmada,45.12,16.076,23.721999999999998,65.232,25.554000000000002,14.45,1512.08,7.8,0.2332
Navsari,47.28,17.137999999999998,23.878,56.076,23.608,11.776,791.48,7.756,0.3995
Panchmahals,48.447086079252124,20.350783717437313,25.69614831755974,46.72671728835959,18.715049252954472,9.31133045652709,1071.6670824675537,7.6759129803442825,0.5776065785007837
Patan,46.76,16.722,22.73,62.53,24.162,13.568,1512.96,7.88,0.312
Porbandar,48.7,16.6,24.014,43.416000000000004,18.227999999999998,8.78,793.24,7.867999999999999,0.6184
Rajkot,46.38,28.084,32.164,68.378,27.224,14.85,2738.22,7.0,0.19419999999999998
Sabarkantha,49.06122448979592,17.3265306122449,23.406122448979595,52.11020408163265,20.238775510204082,11.340816326530613,800.2244897959183,7.808163265306123,0.45040816326530614
Surat,52.76,31.088,35.394,71.99,29.201999999999998,15.924000000000001,9065.24,7.162000000000001,0.14738
Surendranagar,43.96,15.636,21.494,48.476000000000006,19.034000000000002,10.062000000000001,808.64,7.906000000000001,0.5086400000000001
Tapi,49.9,18.83,25.204,60.843999999999994,24.084,13.06,1509.06,7.874,0.32020000000000004
Thedangs,48.72320661468324,21.7347308920917,27.22835287805827,55.23809745250715,22.308249835861,11.844633550975173,2499.297359000351,7.57244950897337,0.41008793138079624
Vadodara,46.55102040816327,29.10408163265306,31.985714285714284,45.481632653061226,17.697959183673472,8.953061224489796,2302.734693877551,6.995918367346939,0.6038775510204082
Valsad,47.87755102040816,16.091836734693878,23.585714285714285,39.00816326530612,15.39795918367347,8.518367346938776,789.5714285714286,7.718367346938775,0.6380204081632652
Ambala,50.285714285714285,17.93673469387755,24.179591836734694,55.80612244897959,22.402040816326533,11.424489795918367,1631.2244897959183,7.857142857142857,0.44179591836734694
Bhiwani,42.61224489795919,17.76530612244898,21.642857142857142,69.56530612244897,29.171428571428574,15.220408163265304,1509.2244897959183,7.761224489795919,0.18106122448979592
Faridabad,48.183673469387756,31.328571428571426,36.334693877551025,58.42040816326531,23.681632653061225,12.422448979591838,3859.4489795918366,6.983673469387755,0.36106122448979594
Fatehabad,51.42857142857143,16.665306122448982,26.112244897959183,55.15102040816327,22.916326530612245,12.346938775510203,803.2244897959183,7.791836734693878,0.4003061224489796
Gurgaon,53.857142857142854,31.081632653061224,36.45510204081633,66.01224489795918,25.226530612244897,14.814285714285713,4443.040816326531,7.09795918367347,0.2103673469387755
Hisar,45.285714285714285,16.695918367346938,23.081632653061224,42.33061224489796,16.79795918367347,7.914285714285715,794.8775510204082,7.86734693877551,0.628
Jhajjar,47.42857142857143,16.942857142857143,24.446938775510205,53.638775510204084,21.13469387755102,11.13469387755102,808.6326530612245,7.879591836734694,0.467469387755102
Jind,48.714285714285715,17.353061224489796,24.814285714285717,43.861224489795916,16.959183673469386,7.8591836734693885,783.3469387755102,7.738775510204081,0.6425510204081633
Kaithal,47.97959183673469,17.069387755102042,22.606122448979594,36.43469387755102,14.348979591836736,7.620408163265306,753.2448979591836,7.83469387755102,0.7163469387755101
Karnal,51.59183673469388,17.418367346938776,23.828571428571426,37.64489795918367,15.859183673469389,7.342857142857143,797.3673469387755,7.755102040816326,0.7333061224489796
Kurukshetra,46.8,16.802,23.024,55.198,22.51,11.04,775.92,7.83,0.45956
Mahendragarh,48.86,18.242,26.29,66.906,27.954,14.864,1509.42,7.778,0.20716
Mewat,49.50917279161029,23.364685545943676,29.584058954762146,55.74036847274646,22.294323350933325,12.049415731286157,2265.628798330683,7.456348888730469,0.4033977479783137
Palwal,46.9,16.222,22.916,55.386,23.06,12.208,778.18,7.8420000000000005,0.41716000000000003
Panchkula,50.66,17.076,24.544,46.571999999999996,20.1,9.874,807.92,7.766,0.5777
Panipat,43.88,16.284000000000002,23.441999999999997,51.106,19.838,10.767999999999999,804.1,7.9,0.49368
Rewari,51.84,18.727999999999998,26.05,41.606,16.34,8.564,789.46,7.646,0.6294
Rohtak,46.857142857142854,19.114285714285714,24.944897959183674,40.922448979591834,16.244897959183675,8.338775510204082,804.7551020408164,7.779591836734694,0.6553469387755102
Sirsa,44.36734693877551,15.39795918367347,20.208163265306123,40.885714285714286,16.255102040816325,7.308163265306123,787.530612244898,7.844897959183674,0.6789591836734693
Sonipat,48.775510204081634,16.1734693877551,23.775510204081634,66.12244897959184,26.577551020408162,14.291836734693877,1495.8979591836735,7.779591836734694,0.22546938775510203
Yamunanagar,48.04,17.11,24.22,39.694,15.484000000000002,8.097999999999999,827.04,7.87,0.69074
Bilaspur,48.22222222222222,17.29090909090909,24.016161616161614,55.025252525252526,21.62929292929293,12.170707070707072,281.3333333333333,7.79090909090909,0.4013333333333333
Chamba,49.46938775510204,17.395918367346937,24.016326530612243,53.91836734693877,22.081632653061224,11.516326530612243,800.1020408163265,7.795918367346939,0.4196122448979592
